"編號","管制編號","裁處時間","管轄縣市","裁處書字號","違反時間","違反法令","裁罰金額","是否訴願","審議機關","訴願結果","陳情結果","違規人名稱","裁處公司名稱","事業名稱","地址","縣市","鄉鎮","行業別","所屬工業區","列管類別","機構地址","東經","北緯","更正後X","更正後Y","列管狀況","事業別","鄉鎮別","流域別"
265,"J59097001959","2015/3/13","新竹縣","30-104-030002","2014/10/22","水污染防治法第14條第1項，水污染防治法第19條",100000,"否","","","","全民歡享社區污水下水道系統","全民歡享社區管理委員會","","","","","","","","",,,,,"","","",""
266,"J59097003800","2014/5/7","新竹縣","30-103-050003","2014/2/26","水污染防治法第7條第1項",230000,"否","","","","清晰科技股份有限公司","清晰科技股份有限公司","","","","","","","","新竹縣湖口鄉長安村4鄰南窩路489號",261281,2751416,261281,2751416,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
267,"J59097003800","2013/7/29","新竹縣","30-102-070006","2013/4/23","水污染防治法第7條第1項",110000,"否","","","","清晰科技股份有限公司","清晰科技股份有限公司","","","","","","","","新竹縣湖口鄉長安村4鄰南窩路489號",261281,2751416,261281,2751416,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
268,"J59A7753","2014/3/17","新竹縣","30-103-030011","2013/12/4","水污染防治法第18條，水污染防治法第7條第1項",330000,"否","","","","國碩科技工業股份有限公司湖口二廠","國碩科技工業股份有限公司","","","","","","","","",,,,,"","","",""
269,"J59A7753","2013/11/11","新竹縣","30-102-110003","2013/6/10","水污染防治法第18條，水污染防治法第7條第1項",320000,"否","","","","國碩科技工業股份有限公司湖口二廠","國碩科技工業股份有限公司","","","","","","","","",,,,,"","","",""
270,"J5906859","2013/5/23","新竹縣","30-102-050003","2013/3/22","水污染防治法第28條第1項",160000,"否","","","","台灣富士電子材料股份有限公司","台灣富士電子材料股份有限公司","台灣富士電子材料股份有限公司","新竹縣湖口鄉中興村光復北路３０號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉中興村光復北路30號",252790,2751804,252790,2751804,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
271,"J5908148","2015/11/3","新竹縣","30-104-110005","2015/9/24","水污染防治措施及檢測申報管理辦法第52條，水污染防治法第18條",120000,"否","","","","永信容器工業股份有限公司","永信容器工業股份有限公司","永信容器工業股份有限公司","新竹縣湖口鄉鳳山村文化路２２號","新竹縣","湖口鄉","塑膠製品製造業(工業用塑膠製品製造業)","新竹工業區","空氣污染;水污染;","新竹縣湖口鄉新竹工業區文化路二十二號",249629.1,2751488.9,249629.1,2751488.9,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
272,"J5908442","2013/6/3","新竹縣","30-102-060002","2013/3/22","水污染防治法第18條",120000,"否","","","","光頡科技股份有限公司","光頡科技股份有限公司","光頡科技股份有限公司","新竹縣湖口鄉鳳凰村光復北路７０號","新竹縣","湖口鄉","被動電子元件製造業(被動電子元件製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳凰村光復北路70號",251970,2751230,251970,2751230,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
273,"J5908568","2017/3/16","新竹縣","30-106-030005","2016/11/21","廢(污)水處理專責單位或人員設置及管理辦法第21條第2項，水污染防治法第21條第2項",10000,"否","","","","住電國際電子材料股份有限公司","住電國際電子材料股份有限公司","住電國際電子材料股份有限公司","新竹縣湖口鄉鳳山村工業五路１９號","新竹縣","湖口鄉","其他電子零組件製造業(未分類其他電子零組件製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村工業五路19號",250589,2750311,250589,2750311,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
274,"J59097004450","2016/10/5","新竹縣","30-105-100001","2016/7/13","水污染防治法第14條第2項",17500,"否","","","","欣銓科技股份有限公司新工二廠","欣銓科技股份有限公司","","","","","","","","",,,,,"","","",""
275,"J59097004450","2016/10/5","新竹縣","30-105-100002","2016/7/13","水污染防治法第18條，水污染防治措施計畫及許可申請審查管理辦法第50條",10000,"否","","","","欣銓科技股份有限公司新工二廠","欣銓科技股份有限公司","","","","","","","","",,,,,"","","",""
276,"J5909378","2015/10/27","新竹縣","30-104-100013","2015/10/10","水污染防治法第22條，水污染防治措施及檢測申報管理辦法第93條",6000,"否","","","","","清源畜牧場","清源畜牧場","新竹縣湖口鄉德盛段一五二六地號","新竹縣","湖口鄉","畜牧業(牛飼育業)","非屬工業區類","水污染;","新竹縣湖口鄉德盛村德盛段1526、1527、1528、1529地號",252440,2754509,252440,2754509,"屬於水污法定義範圍內之列管事業","畜牧業","湖口鄉","新豐溪"
277,"J5909378","2014/8/20","新竹縣","30-103-080005","2014/6/23","水污染防治法第7條第1項，水污染防治法第18條",180000,"否","","","","清源畜牧場","清源畜牧場","清源畜牧場","新竹縣湖口鄉德盛段一五二六地號","新竹縣","湖口鄉","畜牧業(牛飼育業)","非屬工業區類","水污染;","新竹縣湖口鄉德盛村德盛段1526、1527、1528、1529地號",252440,2754509,252440,2754509,"屬於水污法定義範圍內之列管事業","畜牧業","湖口鄉","新豐溪"
278,"J5909378","2013/12/2","新竹縣","30-102-120001","2013/5/30","水污染防治法第18條，水污染防治法第7條",180000,"否","","","","清源畜牧場","清源畜牧場","清源畜牧場","新竹縣湖口鄉德盛段一五二六地號","新竹縣","湖口鄉","畜牧業(牛飼育業)","非屬工業區類","水污染;","新竹縣湖口鄉德盛村德盛段1526、1527、1528、1529地號",252440,2754509,252440,2754509,"屬於水污法定義範圍內之列管事業","畜牧業","湖口鄉","新豐溪"
279,"J5909592","2013/6/28","臺南市","30-102-060024","2013/5/9","水污染防治法第7條第1項，放流水標準第2條",80000,"否","","","","德揚科技股份有限公司台南廠","德揚科技股份有限公司","德揚科技股份有限公司","新竹縣湖口鄉鳳山村光復南路５５號","新竹縣","湖口鄉","其他金屬製品製造業(未分類其他金屬製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村光復南路55號",251833,2750044,251833,2750044,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","鳳山溪"
280,"J59097004389","2016/1/4","新竹縣","30-105-010003","2015/11/20","水污染防治法第21條第1項",10000,"否","","","","力成科技股份有限公司湖口廠","力成科技股份有限公司","","","","","","","","",,,,,"","","",""
281,"J59097005037","2015/10/1","新竹縣","30-104-100001","2014/12/2","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第44條",10000,"否","","","","瑞耘科技股份有限公司新竹廠","瑞耘科技股份有限公司","","","","","","","","",,,,,"","","",""
282,"A34097014182","2015/6/10","新竹縣","30-104-060006","2015/4/23","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條",10000,"否","","","","晟德大藥廠股份有限公司新竹廠","晟德大藥廠股份有限公司","","","","","","","","",,,,,"","","",""
283,"A34097014182","2015/6/10","新竹縣","30-104-060007","2015/4/23","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第7條",10000,"否","","","","晟德大藥廠股份有限公司新竹廠","晟德大藥廠股份有限公司","","","","","","","","",,,,,"","","",""
284,"H5302161","2016/8/3","新竹縣","30-105-080005","2016/3/17","水污染防治法第30條第1項第2款",42000,"否","","","","台光電子材料股份有限公司新竹廠","台光電子材料股份有限公司","","","","","","","","",,,,,"","","",""
285,"J59A0173","2015/10/2","新竹縣","30-104-100002","2015/8/11","水污染防治措施及檢測申報管理辦法第52條，水污染防治法第7條，水污染防治法第18條",180000,"否","","","","台灣精材股份有限公司","台灣精材股份有限公司","台灣精材股份有限公司","新竹縣湖口鄉長安村長春路五六號","新竹縣","湖口鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉長安村長春路56號",259649,2753397,259649,2753397,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
286,"J59097002429","2013/9/5","新竹縣","30-102-090003","2013/5/8","水污染防治法第28條第1項",190000,"否","","","","立州油脂有限公司湖口廠","立州油脂有限公司","","","","","","","","",,,,,"","","",""
287,"J59097002429","2013/4/8","新竹縣","30-102-040001","2012/12/30","水污染防治法第28條第1項",190000,"否","","","","立州油脂有限公司湖口廠","立州油脂有限公司","","","","","","","","",,,,,"","","",""
288,"J59097002429","2013/2/6","新竹縣","30-102-020001","2012/12/6","水污染防治法第7條第1項，水污染防治法第18條",170000,"否","","","","立州油脂有限公司湖口廠","立州油脂有限公司","","","","","","","","",,,,,"","","",""
289,"J59A0965","2016/1/4","新竹縣","30-105-010005","2015/11/16","水污染防治措施及檢測申報管理辦法第65條，水污染防治措施及檢測申報管理辦法第66條，水污染防治法第18條",10000,"否","","","","昌億興有限公司","昌億興有限公司","昌億興有限公司","新竹縣湖口鄉東興村東成街３６１號","新竹縣","湖口鄉","其他專門營造業(其他專門營造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉東興村東成街361號",255863,2755802,255863,2755802,"屬於水污法定義範圍內之列管事業","土石方堆（棄）置場","湖口鄉","新豐溪"
290,"J59A9323","2016/10/5","新竹縣","30-105-100003","2016/6/1","水污染防治法第28條第1項",40000,"否","","","","華上光電股份有限公司新竹二廠","華上光電股份有限公司","華上光電股份有限公司","新竹縣湖口鄉鳳山村光復北路１１９號","新竹縣","湖口鄉","其他電子零組件製造業(印刷電路板組件製造業)","","毒性化學物質;","",,,,,"","","",""
291,"H4887398","2015/11/17","新竹縣","30-104-110013","2015/10/13","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條",10000,"否","","","","昇陽光電科技股份有限公司新竹廠","昇陽光電科技股份有限公司","","","","","","","","",,,,,"","","",""
292,"J59097002269","2015/6/10","新竹縣","30-104-060008","2015/5/6","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條",10000,"否","","","","原廣科技股份有限公司湖口廠","原廣科技股份有限公司","","","","","","","","",,,,,"","","",""
293,"J59A2307","2016/3/23","新竹縣","30-105-030007","2016/1/18","水污染防治法第21條第1項",10000,"否","","","","安可光電股份有限公司","安可光電股份有限公司","安可光電股份有限公司","新竹縣湖口鄉湖南村光復北路１０號１、２、４樓","新竹縣","湖口鄉","光電材料及元件製造業(其他光電材料及元件製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉湖南村光復北路10號",252683,2752162,252683,2752162,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
294,"J59A3177","2017/2/9","新竹縣","30-106-020004","2016/11/10","水污染防治法第21條第2項",10000,"否","","","","新能光電科技股份有限公司","新能光電科技股份有限公司","新能光電科技股份有限公司","新竹縣湖口鄉湖南村光復北路１６號１、２樓、１６之１號","新竹縣","湖口鄉","光電材料及元件製造業(其他光電材料及元件製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉光復北路16之1號、16號1、2樓",253428,2751936,253428,2751936,"屬於水污法定義範圍內之列管事業","光電材料及元件製造業","湖口鄉","新豐溪"
295,"J59A3355","2016/2/25","新竹縣","30-105-020014","2015/12/21","水污染防治法第21條第1項",10000,"否","","","","坤輝科技股份有限公司","坤輝科技股份有限公司","坤輝科技股份有限公司","新竹縣湖口鄉中興村光復路８號","新竹縣","湖口鄉","其他電子零組件製造業(未分類其他電子零組件製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉中興村光復路8號",253190,2751591,253190,2751591,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
